FIPS,State,County,Len_Life_Rank,perc_Adults_Obesity,95_Cl_low_obs,95_Cl_high_obs,Avg_num_Physical_Unhealthy_Days,Avg_num_Mental_Unhealthy_Days,Food_Environment_Index,perc_Physically_Inactive,perc_With_Access_Exercise,num_Uninsured,perc_Uninsured,num_Primary_Care_Physicians,Primary_Care_Physicians_Rate,Primary_Care_Physicians_Ratio,num_Dentists,Dentist_Rate,Dentist_Ratio,num_Mental_Health_Providers,Mental_Health_Provider_Rate,Mental_Health_Provider_Ratio,num_Completed_High_School,Population_Age25,perc_Completed_HighSchool,num_Some_College,Population_25_Age_44,perc_Some_college,num_UnemployedAge16,LaborForce_Size,perc_Unemployed,80th_Percentile_Income,20th_Percentile_Income,Income_Ratio,num_Children_SingleParent_Households,num_Children_Overall_Households,perc_Children_SingleParent_Households,num_Associations,Social_Association_Rate,perc_Severe_Housing_Problems,Severe_Housing_Cost_Burdenperc,Overcrowdingperc,Inadequate_Facilitiesperc,num_Food_Insecure,perc_Food_Insecure,num_LimitedAccess_healthyFood,perc_LimitedAccess_HealthyFoods,perc_Adults_Diabetes,95_CI_Low_Adults_Diabetes,95_CI_High_Adults_Diabetes,perc_Insufficient_Sleep,num_Uninsured,perc_Uninsured,Median_Household_Income,95_CI_Low_Median_Household_Income,95_CI_High_Median_Household_Income,Household_Income_NativeAmerican,Household_Income_Asian,Household_Income_Black,Household_Income_Hispanic,Household_Income_white,num_Homeowners,perc_Homeowners,num_Household_Severe_Cost_Burden,perc_Severe_Housing_Cost_Burden,Population,perc_greater18Age,perc65greaterAge,numBlack,percBlack,numNativeAmerican,percNativeAmerican,numAsian,percAsian,numNativeHawaiianPacificIslander,percNativeHawaiianPacificIslander,numHispanic,percHispanic, numNonHispanic_white,percNonHispanic_white,numNotProficient_English,percNotProficient_English,percfemale,numrural_residents,percrural,Qual_Life_Rank,Health_Beh_Rank,Clinical_Care_Rank,Social_Econ_Rank,Phys_Env_Rank
48373,Texas,Polk,213,40,39,42,4.6,4.9,6.7,35,38,8609,23,28,55,1834:01:00,22,42,2409:01:00,23,43,2304:01:00,29698,36262,82,4879,11818,41,1602,18357,8.7,98955,21603,4.6,3597,10113,36,41,8,14,11,3,1,8990,18,2284,5,13,12,14,38,7165,26,47535,39509,55561,39167,148750,33588,48295,52166,13850,77,1838,11,52995,20.1,19.4,4933,9.3,1193,2.3,444,0.8,62,0.1,8168,15.4,37833,71.4,1079,2,46.3,35258,77.6,154,228,52,208,203
48375,Texas,Potter,233,39,38,41,4.8,4.8,6.5,38,74,24112,25,102,87,1151:01:00,67,58,1731:01:00,263,227,441:01:00,57976,75104,77,14486,33159,44,2961,54150,5.5,87248,18899,4.6,10380,32281,32,129,11,20,14,6,1,19400,16,14222,12,15,14,16,37,19479,30,45903,40158,51648,,51054,31553,40981,51033,24037,55,6903,16,116004,26.9,13.5,11718,10.1,1610,1.4,6137,5.3,170,0.1,46077,39.7,49802,42.9,9325,9,48.8,10892,9,215,232,50,202,72
48377,Texas,Presidio,12,45,43,47,6,5.1,4.3,47,78,1638,33,2,30,3352:01:00,,,,3,46,2169:01:00,2147,4425,49,714,1399,51,476,3231,14.7,62364,11187,5.6,657,1805,36,6,8.9,15,7,8,0,1690,24,1395,18,21,19,22,38,1306,40,39967,32393,47541,,,,,,1392,54,296,12,6508,27.3,24,68,1,126,1.9,145,2.2,2,0,5436,83.5,806,12.4,1778,28,49.5,3164,40.5,242,244,228,238,10
48379,Texas,Rains,87,35,34,37,4.3,5,,30,44,2071,22,1,8,12514:1,2,16,6276:01:00,5,40,2510:01:00,7447,8968,83,1156,2541,45,283,6027,4.7,100814,25722,3.9,468,2305,20,11,8.8,14,9,4,1,1920,16,,,11,10,11,37,1660,24,59195,50016,68374,,,,,,3386,78,307,8,12552,19.9,25.2,288,2.3,163,1.3,110,0.9,6,0,1204,9.6,10602,84.5,99,1,50.1,10175,93.2,89,133,169,73,142
48381,Texas,Randall,31,36,35,38,3.6,4.2,8.3,26,86,15147,13,87,63,1583:01:00,81,58,1727:01:00,147,105,952:01:00,83554,89847,93,26700,37623,71,3246,72380,4.5,125260,30687,4.1,7545,32414,23,103,7.5,11,9,2,0,16220,12,2876,2,10,9,10,33,12475,15,71041,60974,81108,,61689,48233,62646,70736,34873,70,5228,11,139899,24,15.7,4556,3.3,1367,1,2724,1.9,131,0.1,33175,23.7,96706,69.1,1440,1,50.9,17355,14.4,22,14,9,13,24
48383,Texas,Reagan,102,39,37,40,4.1,4.1,8.8,35,93,676,20,2,52,1925:01:00,0,0,3833:00:00,,,,1836,2222,83,473,1085,44,176,1815,9.7,107423,31194,3.4,100,1140,9,5,13,9,8,1,0,360,10,51,2,14,13,15,37,503,22,66711,54203,79219,,,,55938,90104,735,66,116,11,3833,29.4,11.4,100,2.6,53,1.4,25,0.7,1,0,2772,72.3,894,23.3,174,5,46.4,448,13.3,92,72,49,91,11
48385,Texas,Real,102,39,38,41,4.9,5,2,36,0,522,22,2,58,1726:01:00,2,59,1706:01:00,1,29,3411:01:00,2121,2413,88,159,412,39,72,1072,6.7,79025,16068,4.9,342,760,45,6,17.4,13,10,3,2,710,21,1605,49,14,13,15,38,443,25,43076,34950,51202,,,,25486,40190,901,72,152,13,3411,17.2,32.4,37,1.1,70,2.1,18,0.5,12,0.4,990,29,2289,67.1,64,2,49.6,3309,100,142,224,103,194,62
48387,Texas,Red River,244,40,38,41,4.8,5.3,4.7,33,21,1886,21,2,17,6012:01:00,3,25,3998:01:00,4,33,2999:01:00,7987,8978,89,1513,2615,58,327,5144,6.4,83286,14578,5.7,649,2387,27,16,13.3,11,10,1,1,2230,18,3327,26,13,12,13,39,1623,25,46727,42150,51304,18293,,30929,19180,44646,4014,78,663,14,11995,19.1,26.1,1887,15.7,203,1.7,48,0.4,4,0,902,7.5,8826,73.6,22,0,51.4,9739,75.7,204,234,148,137,84
48389,Texas,Reeves,48,40,38,41,4.4,4.1,8.1,37,64,2435,22,5,31,3195:01:00,2,13,7975:01:00,1,6,15949:1,7171,10339,69,1802,4985,36,631,8858,7.1,101659,19518,5.2,1143,3468,33,8,5,13,7,5,2,1650,11,991,7,16,15,17,37,1875,25,64863,63795,65931,,,,48568,136750,3002,80,342,10,15949,22.3,11.6,759,4.8,185,1.2,253,1.6,12,0.1,11928,74.8,2892,18.1,1872,13,38.9,1998,14.5,98,142,231,212,75
48391,Texas,Refugio,94,38,37,40,4.4,4.4,6.9,35,10,986,19,1,14,6948:01:00,2,29,3439:01:00,1,15,6877:01:00,3999,4841,83,691,1513,46,252,3083,8.2,87833,19585,4.5,520,1629,32,8,11.5,14,11,3,2,1110,16,649,9,14,13,15,37,808,22,48433,39668,57198,33750,,,47716,54009,1869,73,235,10,6877,22.3,22.8,372,5.4,79,1.1,62,0.9,3,0,3520,51.2,2833,41.2,93,1,50.7,4480,60.7,133,70,132,185,134
48393,Texas,Roberts,NR,34,33,35,3.9,4.6,5.8,27,2,112,17,0,0,854:00:00,0,0,813:00:00,0,0,813:00:00,523,564,93,90,161,56,19,414,4.6,104568,27305,3.8,15,184,8,0,0,6,6,0,1,120,15,199,21,10,9,11,35,80,17,69927,56867,82987,,,,61429,61607,272,83,4,1,813,23.5,22.6,1,0.1,12,1.5,2,0.2,0,0,83,10.2,702,86.3,0,0,51.4,929,100,NR,NR,NR,NR,NR
48395,Texas,Robertson,173,38,37,39,4.3,4.7,7.2,32,38,2693,20,1,6,17074:1,1,6,17155:1,3,17,5718:01:00,9872,11659,85,1728,3621,48,470,7345,6.4,103093,21100,4.9,1431,4053,35,16,9.4,14,9,4,1,2330,14,1613,10,13,12,13,38,2226,23,55218,48467,61969,,,27478,65500,56071,4960,73,681,11,17155,23.4,20.7,3252,19,197,1.1,150,0.9,13,0.1,3739,21.8,9739,56.8,280,2,51,12276,73.9,149,126,118,161,101
48397,Texas,Rockwall,5,31,30,32,3.2,4,8.7,23,91,13643,15,78,74,1345:01:00,81,74,1357:01:00,146,133,753:01:00,61199,65792,93,21331,27007,79,3200,53209,6,181874,54646,3.3,3857,27310,14,82,7.8,12,11,2,1,9280,10,2536,3,9,8,10,33,10341,16,106225,97992,114458,69026,93300,93836,76962,110801,28734,83,2927,9,109888,26.6,12.9,8507,7.7,953,0.9,3664,3.3,133,0.1,21002,19.1,74284,67.6,1610,2,50.6,12562,16,8,6,6,2,117
48399,Texas,Runnels,84,37,36,39,4.4,4.6,6.3,34,37,1617,20,5,49,2053:01:00,2,19,5201:01:00,4,38,2600:01:00,5697,7028,81,1101,2246,49,223,4529,4.9,99964,20267,4.9,601,2459,24,18,17.5,11,9,2,2,1570,15,1679,16,13,12,14,36,1326,23,50972,45056,56888,,,,45066,52325,2838,73,353,9,10401,23.5,21.1,233,2.2,188,1.8,112,1.1,4,0,3670,35.3,6255,60.1,160,2,49.2,4280,40.8,104,122,119,88,125
48401,Texas,Rusk,101,38,36,39,4.4,4.7,7.1,31,41,8119,21,11,20,4946:01:00,17,31,3196:01:00,17,31,3196:01:00,30695,37152,83,7589,14550,52,1619,22127,7.3,104552,25621,4.1,2796,12017,23,60,11,13,9,3,1,7380,14,5973,11,12,12,13,38,6597,24,56954,50437,63471,,75865,36069,45399,66011,14298,79,1497,9,54324,21.7,17.4,9235,17,587,1.1,385,0.7,52,0.1,9696,17.8,34043,62.7,1686,3,46.3,35130,65.9,103,153,136,119,221
48403,Texas,Sabine,237,38,36,40,4.8,5.4,6.3,32,75,1450,20,2,19,5271:01:00,3,29,3502:01:00,1,10,10507:1,6811,7948,86,921,1877,49,423,3923,10.8,85897,18279,4.7,419,1934,22,12,11.4,16,15,2,1,2150,21,601,6,12,11,13,38,1182,22,51046,45707,56385,,,23043,31471,41964,3907,86,620,14,10507,17.8,31.2,700,6.7,116,1.1,46,0.4,7,0.1,500,4.8,8971,85.4,2,0,50.5,10834,100,199,219,121,209,235
48405,Texas,San Augustine,187,41,40,42,4.9,5.3,5.5,35,41,1240,21,2,24,4119:01:00,4,48,2062:01:00,1,12,8248:01:00,5051,6160,82,662,1610,41,290,3020,9.6,80694,15507,5.2,377,1625,23,5,6.1,15,9,4,2,1740,21,1065,12,13,13,14,40,1036,24,45781,37864,53698,,,29536,,44420,2711,73,342,10,8248,19.7,27,1751,21.2,72,0.9,34,0.4,1,0,642,7.8,5678,68.8,170,2,50.5,8865,100,230,241,59,225,177
48407,Texas,San Jacinto,185,40,39,41,4.7,5.1,7.1,33,68,5018,23,2,7,14430:1,1,3,29301:1,4,14,7325:01:00,17621,20611,85,2532,6290,40,940,11650,8.1,102454,21201,4.8,1168,6196,19,9,3.1,15,8,5,2,4880,17,853,3,12,12,13,39,4136,26,51575,42439,60711,,,41415,36075,51971,8066,80,1076,11,29301,21.2,23.1,2600,8.9,315,1.1,155,0.5,32,0.1,4266,14.6,21539,73.5,561,2,50,26384,100,211,207,213,196,214
48409,Texas,San Patricio,133,41,40,42,4.4,4.4,6.8,37,62,10456,19,17,25,3925:01:00,29,43,2313:01:00,26,39,2580:01:00,35012,43016,81,8739,17569,50,2998,29221,10.3,116068,22354,5.2,6406,17983,36,66,9.9,16,10,7,1,10180,15,7150,11,15,14,16,37,8591,22,56944,48606,65282,,65947,40156,45584,73912,15887,68,2403,11,67069,26.2,15.4,1051,1.6,719,1.1,853,1.3,109,0.2,39275,58.6,25129,37.5,1870,3,49.6,12734,19.7,160,121,53,206,168
48411,Texas,San Saba,100,38,37,40,4.6,4.7,6.5,34,5,1210,31,2,33,3028:01:00,1,17,6039:01:00,2,33,3020:01:00,3392,4198,81,638,1440,44,114,2193,5.2,83605,20905,4,184,1152,16,9,14.9,14,10,3,1,910,15,842,14,13,12,14,37,967,35,48349,39654,57044,,,,40556,46813,1512,71,204,11,6039,19.9,23.5,216,3.6,94,1.6,38,0.6,0,0,1883,31.2,3786,62.7,257,5,45.7,3026,49.4,47,182,205,93,29
48413,Texas,Schleicher,102,37,36,39,4,4.2,8.1,32,75,553,25,,,,0,0,2761:00:00,1,36,2761:01:00,1523,1922,79,314,700,45,84,1209,6.9,96088,16807,5.7,5,745,1,3,10.7,12,5,5,3,380,13,103,3,13,12,14,35,413,26,54471,44465,64477,,,,35365,61250,808,78,111,11,2761,23.3,20.3,34,1.2,37,1.3,17,0.6,0,0,1511,54.7,1175,42.6,139,5,50.2,3461,100,32,11,164,108,68
48415,Texas,Scurry,92,38,37,39,4.5,4.6,7.9,34,33,2820,22,11,66,1518:01:00,9,54,1851:01:00,4,24,4166:01:00,8994,11212,80,2458,4885,50,512,6251,8.2,106057,25840,4.1,674,4136,16,19,11.4,11,5,6,0,2340,14,428,3,14,13,14,37,2241,26,57158,47091,67225,,38879,43750,48879,52404,4799,78,341,6,16662,25.1,15.1,792,4.8,251,1.5,139,0.8,10,0.1,7021,42.1,8479,50.9,327,2,46.1,5364,31.7,156,144,106,128,33
48417,Texas,Shackelford,102,34,33,36,4,4.7,7.4,27,79,578,23,1,31,3265:01:00,0,0,3300:00:00,2,61,1650:01:00,1989,2259,88,519,637,81,94,1782,5.3,89568,19284,4.6,234,750,31,9,27.6,15,10,5,1,500,15,182,5,10,10,11,35,441,24,64931,53092,76770,,,,46836,49135,1090,80,76,6,3300,22.8,21.8,37,1.1,36,1.1,19,0.6,2,0.1,401,12.2,2781,84.3,52,2,50.9,3378,100,26,80,100,9,99
48419,Texas,Shelby,193,40,38,41,4.9,5.2,6.6,36,34,5297,26,5,20,5055:01:00,8,32,3114:01:00,15,60,1661:01:00,12826,16446,78,2558,5705,45,772,11274,6.8,84528,15973,5.3,1948,6608,29,29,11.5,14,9,4,1,4530,18,1905,7,14,13,14,39,4327,31,41194,36205,46183,51900,,26197,34173,47623,7115,75,909,10,24915,25.8,18.4,4275,17.2,246,1,375,1.5,28,0.1,4734,19,15161,60.9,1393,6,50.4,20214,79.4,203,225,206,189,199
48421,Texas,Sherman,102,37,35,38,4.2,4.4,7.1,32,,720,28,,,,0,0,3027:00:00,,,,1518,2039,74,361,709,51,40,1307,3.1,115870,30349,3.8,66,703,9,5,16.5,9,5,4,1,440,14,289,10,12,12,13,36,516,30,66408,53862,78954,,,,43478,76141,780,73,70,7,3027,27.3,15.9,36,1.2,46,1.5,28,0.9,0,0,1389,45.9,1556,51.4,248,9,47.3,3034,100,18,41,235,25,6
48423,Texas,Smith,59,38,37,39,4.2,4.6,7.1,28,69,39717,21,239,103,974:01:00,149,63,1583:01:00,339,144,696:01:00,131720,151253,87,38557,58778,66,7343,108544,6.8,115459,24676,4.7,12903,56176,23,299,12.8,16,12,3,1,33700,15,17066,8,12,11,12,37,33339,25,60735,54731,66739,88333,52877,45701,54035,65988,52300,67,9120,12,235806,24.2,17.3,40828,17.3,2043,0.9,3958,1.7,243,0.1,47732,20.2,138972,58.9,8707,4,51.7,66286,31.6,75,55,18,59,207
48425,Texas,Somervell,45,36,34,37,4.2,4.7,7.3,30,76,1303,18,6,66,1521:01:00,3,33,3046:01:00,2,22,4570:01:00,5767,6279,92,1120,2075,54,280,4328,6.5,122250,24805,4.9,175,1945,9,6,6.6,19,10,10,0,1590,18,0,0,11,11,12,36,1035,19,67984,55274,80694,,,,42000,72450,2635,84,282,9,9139,21.8,20,104,1.1,156,1.7,101,1.1,4,0,1629,17.8,7097,77.7,59,1,50.6,8490,100,46,48,17,45,137
48427,Texas,Starr,73,47,45,49,5.9,5,4.3,48,34,17283,31,14,22,4617:01:00,8,12,8033:01:00,12,19,5356:01:00,20549,35668,58,7138,16064,44,4559,26319,17.3,69957,12185,5.7,8422,21045,40,16,2.5,22,10,13,2,13550,21,14469,24,21,20,22,37,14433,41,35716,29482,41950,,,,30788,73333,12177,75,1900,12,64266,32.5,11.6,96,0.1,272,0.4,170,0.3,17,0,61906,96.3,2077,3.2,14522,25,51.1,14453,23.7,243,243,239,244,220
48429,Texas,Stephens,146,38,37,39,4.6,4.8,6.2,33,45,1633,24,3,32,3122:01:00,4,43,2334:01:00,5,54,1867:01:00,5068,6352,80,1006,2330,43,245,4020,6.1,87553,16486,5.3,816,2111,39,8,8.5,11,9,2,2,1570,17,1297,13,12,12,13,38,1344,28,48911,40297,57525,,,,46220,44626,2527,74,426,13,9334,21.7,20.9,276,3,123,1.3,80,0.9,7,0.1,2308,24.7,6517,69.8,74,1,47.2,3791,39.4,169,195,167,184,42
48431,Texas,Sterling,NR,38,37,39,4.2,4.4,5.7,33,,209,19,0,0,1291:00:00,0,0,1315:00:00,,,,679,762,89,94,242,39,36,560,6.4,125833,33333,3.8,212,390,54,3,23.2,8,4,3,2,100,8,410,36,13,12,13,36,148,20,68435,55787,81083,,,,,,354,87,16,4,1315,28,14.8,23,1.7,28,2.1,6,0.5,1,0.1,504,38.3,747,56.8,5,0,50,1143,100,NR,NR,NR,NR,NR
48433,Texas,Stonewall,102,37,35,38,4.4,4.9,7.4,32,,192,19,1,74,1350:01:00,0,0,1348:00:00,4,297,337:01:00,719,881,82,86,218,39,29,576,5,98533,19919,4.9,115,382,30,4,29.6,7,3,2,2,230,15,72,5,12,11,12,36,138,20,59802,52036,67568,,,,,,424,80,20,4,1348,22.8,26.3,36,2.7,22,1.6,17,1.3,0,0,244,18.1,1022,75.8,3,0,50.9,1490,100,137,101,129,122,22
48435,Texas,Sutton,102,38,36,39,4.1,4.2,7.9,34,77,628,21,4,106,944:01:00,2,54,1869:01:00,,,,1859,2468,75,518,1028,50,120,1229,9.8,115460,23235,5,318,1051,30,6,15.9,12,4,7,1,480,12,239,6,14,13,14,35,505,23,64612,53147,76077,,,,43665,75461,873,68,89,8,3738,23.5,19.4,19,0.5,54,1.4,29,0.8,1,0,2444,65.4,1245,33.3,179,5,48.8,776,18.8,38,27,26,180,49
48437,Texas,Swisher,234,41,40,43,5,4.8,6,38,45,1429,26,1,14,7397:01:00,1,14,7340:01:00,,,,3686,4899,75,692,1961,35,132,2533,5.2,73806,15793,4.7,423,1840,23,10,13.5,15,9,6,0,1320,18,1112,14,16,15,16,38,1151,31,39897,33011,46783,173393,,,30902,41219,1881,72,224,10,7340,24,18.3,569,7.8,130,1.8,50,0.7,6,0.1,3322,45.3,3265,44.5,484,7,46.7,2951,37.6,225,189,217,195,41
48439,Texas,Tarrant,24,38,37,39,3.8,4.2,7.5,29,94,347063,19,1245,59,1689:01:00,1300,61,1633:01:00,3051,144,696:01:00,1156056,1336510,86,381760,595052,64,79553,1082822,7.3,133862,31864,4.2,141835,545470,26,1457,6.9,17,13,5,1,266980,13,148852,8,12,11,12,33,286252,22,72064,69581,74547,70472,77924,52474,58240,84417,435543,60,92232,13,2123347,25.8,12,369208,17.4,19086,0.9,127054,6,5362,0.3,629633,29.7,946430,44.6,110254,6,51.1,23304,1.3,49,18,31,66,173
48441,Texas,Taylor,163,37,35,38,4.1,4.6,6.7,29,86,21168,19,99,72,1394:01:00,117,84,1190:01:00,261,188,533:01:00,75388,84236,89,21949,35995,61,3608,66148,5.5,108387,24365,4.4,9576,33832,28,172,12.5,14,11,2,1,21730,16,13079,10,12,11,12,38,17395,22,52974,46701,59247,53226,58087,41603,46571,60532,29409,58,5360,11,139200,24.8,14.9,10295,7.4,1446,1,3139,2.3,230,0.2,35501,25.5,86598,62.2,2986,2,51.2,21085,16,129,43,21,52,85
48443,Texas,Terrell,NR,39,38,40,4.3,4.3,4.8,33,,101,20,0,0,776:00:00,0,0,702:00:00,0,0,702:00:00,664,779,85,121,181,67,18,393,4.6,81286,21100,3.9,46,117,39,0,0,3,3,0,0,90,10,409,42,14,13,15,37,76,20,42849,35113,50585,,,,43293,37390,404,96,32,8,702,18.5,33.8,8,1.1,28,4,9,1.3,0,0,369,52.6,292,41.6,7,1,49.3,984,100,NR,NR,NR,NR,NR
48445,Texas,Terry,221,41,40,43,5,4.8,5.8,40,47,2487,26,5,41,2467:01:00,5,41,2437:01:00,1,8,12183:1,5457,7827,70,1243,3290,38,354,4840,7.3,94531,20743,4.6,883,3411,26,10,8.1,17,10,5,2,1940,16,2583,20,16,15,17,38,1995,32,47292,39029,55555,,,,36227,57650,2593,63,628,16,12183,27.3,15.2,495,4.1,171,1.4,80,0.7,9,0.1,6898,56.6,4594,37.7,992,9,46.9,3121,24.7,229,226,234,211,97
48447,Texas,Throckmorton,102,36,35,37,4.3,4.8,4,30,57,257,24,1,67,1501:01:00,0,0,1487:00:00,1,67,1487:01:00,928,1067,87,169,257,66,31,635,4.9,95684,13975,6.8,122,305,40,3,20,7,6,0,1,270,19,528,32,11,10,12,36,196,25,46820,38114,55526,,,,,,523,73,70,11,1487,20.8,27.8,14,0.9,21,1.4,8,0.5,0,0,196,13.2,1230,82.7,4,0,51.8,1641,100,113,113,156,116,57
48449,Texas,Titus,75,39,38,41,4.7,4.7,6.5,36,51,6864,25,14,43,2339:01:00,17,52,1937:01:00,23,70,1432:01:00,15623,19986,78,3504,7720,45,891,13303,6.7,92866,24215,3.8,2839,9474,30,30,9.2,17,9,8,2,5000,15,4546,14,14,13,15,37,5552,30,52973,46410,59536,,64306,26748,53553,58986,7525,68,1099,10,32926,28.6,15,2980,9.1,833,2.5,396,1.2,59,0.2,14711,44.7,14355,43.6,2784,9,51.1,16347,50.6,109,129,161,149,114
48451,Texas,Tom Green,70,37,36,38,4,4.3,7.1,31,71,16924,18,88,74,1355:01:00,72,60,1667:01:00,190,158,632:01:00,65850,76229,86,19247,32011,60,3406,53742,6.3,109230,25286,4.3,6999,28053,25,130,10.9,14,11,3,1,16620,14,11501,10,12,12,13,36,14171,21,55990,48737,63243,,81310,41250,52463,61154,28175,66,4508,11,120010,23.8,16.1,4381,3.7,1407,1.2,1752,1.5,229,0.2,49587,41.3,62136,51.8,2445,2,50.1,17240,15.6,68,82,19,58,91
48453,Texas,Travis,6,25,24,26,3.4,3.8,7.8,22,95,185356,16,1119,88,1138:01:00,935,72,1391:01:00,4085,314,318:01:00,781592,865926,90,345653,452483,76,46579,741012,6.3,156703,35257,4.4,63188,269859,23,1143,9,19,15,4,1,156910,13,54184,5,10,9,11,32,153927,18,82605,79414,85796,64979,97413,53747,62090,96278,260455,53,71818,15,1300503,20.9,10.5,105901,8.1,15682,1.2,100067,7.7,1666,0.1,433359,33.3,633366,48.7,64364,5,49.5,55961,5.5,7,3,4,19,179
48455,Texas,Trinity,208,38,36,39,4.7,5.2,6.4,33,79,2283,22,2,14,7326:01:00,1,7,14883:1,4,27,3721:01:00,8864,10736,83,1168,2553,46,429,5313,8.1,95476,19375,4.9,912,2951,31,21,14.3,12,9,3,1,2750,19,1136,8,12,12,13,38,1923,25,47685,40257,55113,,,18015,51932,48867,4658,76,380,7,14883,19.6,27.5,1295,8.7,151,1,80,0.5,13,0.1,1682,11.3,11548,77.6,295,2,51.6,11265,77.2,190,235,199,198,216
48457,Texas,Tyler,222,38,37,39,4.5,5,5.6,33,48,2983,20,4,18,5418:01:00,2,9,10796:1,6,28,3599:01:00,12429,15285,81,1730,5056,34,727,7372,9.9,98043,19942,4.9,1211,4103,30,26,12,14,9,5,1,3950,18,3517,16,11,11,12,38,2494,23,48809,41325,56293,70962,,34028,81944,47923,5895,83,661,10,21591,19.1,23.3,2218,10.3,189,0.9,132,0.6,16,0.1,1857,8.6,16938,78.4,261,1,46.6,17006,78.1,170,206,194,227,226
48459,Texas,Upshur,153,37,36,38,4.4,5,7.3,30,30,6255,19,12,29,3479:01:00,7,17,6024:01:00,18,43,2343:01:00,24408,28133,87,4781,9389,51,1345,17448,7.7,113625,22261,5.1,2639,9900,27,32,7.7,13,9,4,1,6810,17,1335,3,11,11,12,37,5126,21,58231,52088,64374,,,45551,41741,56981,11087,77,1436,11,42166,23.6,19.2,3188,7.6,501,1.2,304,0.7,33,0.1,3849,9.1,33707,79.9,337,1,50.8,31172,79.3,135,157,94,134,201
48461,Texas,Upton,192,38,37,39,4.4,4.5,7.8,35,66,630,20,2,55,1829:01:00,0,0,3623:00:00,,,,1833,2347,78,349,850,41,103,1835,5.6,96281,25292,3.8,251,1060,24,0,0,10,6,3,1,420,11,287,9,14,13,14,37,456,22,59593,51743,67443,91389,,54583,44271,67976,1034,77,70,6,3623,28.7,15.3,89,2.5,101,2.8,24,0.7,1,0,1995,55.1,1433,39.6,179,5,49.7,3355,100,126,106,147,115,153
48463,Texas,Uvalde,156,41,39,42,4.6,4.4,5.6,37,72,5374,25,10,37,2674:01:00,11,41,2431:01:00,15,56,1783:01:00,12728,16776,76,3533,6581,54,728,11333,6.4,86890,16569,5.2,2736,7182,38,28,10.5,15,9,4,2,3820,14,6617,25,16,15,17,37,4429,30,49275,44677,53873,,,,39375,51552,6185,69,729,9,26742,26.6,16.9,175,0.7,340,1.3,327,1.2,22,0.1,19378,72.5,6719,25.1,2056,8,50.8,8287,31.4,99,81,153,192,66
48465,Texas,Val Verde,67,41,39,43,4.8,4.4,5.8,39,77,9402,24,17,35,2884:01:00,16,33,3064:01:00,26,53,1886:01:00,20807,29717,70,7652,12941,59,1794,22589,7.9,97449,17331,5.6,4581,13828,33,38,7.8,17,10,7,1,7230,15,10555,22,17,16,18,38,7856,30,54346,48648,60044,21477,,34954,42320,68365,10623,65,1713,11,49028,28.2,14.3,690,1.4,522,1.1,439,0.9,90,0.2,40412,82.4,7100,14.5,5304,12,48.9,4965,10.2,108,168,193,187,147
48467,Texas,Van Zandt,95,36,35,38,4.4,5,6.7,30,27,10703,24,7,12,8084:01:00,12,21,4794:01:00,20,35,2877:01:00,33124,38832,85,6755,12336,55,1601,26130,6.1,109677,24485,4.5,3156,12857,25,67,11.8,13,9,2,2,8780,16,5611,11,11,10,12,36,8697,27,57891,49838,65944,75543,,39063,41645,59769,16185,79,1620,8,57533,22.9,20.8,1548,2.7,533,0.9,315,0.5,87,0.2,6974,12.1,47459,82.5,626,1,51.1,39444,75,93,156,155,63,104
48469,Texas,Victoria,80,38,37,40,4.2,4.4,7.2,32,73,15208,20,69,75,1335:01:00,52,57,1768:01:00,152,165,605:01:00,50349,60373,83,13478,23986,56,3411,41172,8.3,113341,24252,4.7,7020,23225,30,85,9.2,16,11,5,1,13240,14,7688,9,14,13,14,36,12388,24,53583,47150,60016,79185,143221,41372,52281,67195,21872,67,3382,11,91936,25.1,16.9,5302,5.8,810,0.9,1315,1.4,80,0.1,44448,48.3,39730,43.2,2533,3,51,23110,26.6,74,118,38,170,182
48471,Texas,Walker,30,38,37,39,4.4,4.6,7.3,33,71,8758,19,21,29,3475:01:00,29,40,2488:01:00,47,65,1535:01:00,40153,46704,86,9443,19776,48,1742,24085,7.2,85734,15346,5.6,2844,10449,27,46,6.3,22,20,3,1,10940,15,4260,6,14,13,14,40,7461,21,43002,39756,46248,78442,,31091,31961,46689,11677,52,4152,20,72164,14.9,14.2,16458,22.8,602,0.8,868,1.2,90,0.1,13138,18.2,40529,56.2,1781,3,42.5,30933,45.6,143,177,90,152,241
48473,Texas,Waller,22,39,37,40,4.3,4.6,7.1,33,21,10533,24,8,14,6906:01:00,9,16,6384:01:00,14,24,4104:01:00,25398,29797,85,7091,12142,58,1846,23804,7.8,130907,30455,4.3,2858,12842,22,26,4.7,20,13,6,2,6960,13,4776,11,13,12,14,38,8563,28,69460,59236,79684,77431,,35997,60211,88443,10798,69,1629,11,57452,24,12.2,13151,22.9,859,1.5,945,1.6,70,0.1,18123,31.5,24325,42.3,3027,6,50.4,26632,61.6,79,109,204,111,193
48475,Texas,Ward,227,38,37,40,4.4,4.4,8.4,35,81,2180,21,2,17,5999:01:00,,,,2,17,6049:01:00,5862,7369,80,1528,3179,48,582,6171,9.4,103649,24932,4.2,603,3315,18,9,7.5,12,7,4,1,1310,11,281,3,14,13,15,37,1659,24,57257,54258,60256,,,,51875,76939,3058,75,344,9,12097,29.3,13.4,505,4.2,191,1.6,79,0.7,12,0.1,6722,55.6,4577,37.8,484,4,49.4,2972,27.9,171,66,230,173,47
